url,text,likes_cnt,reposts_cnt,comments_cnt
https://www.linkedin.com/in/timurr1808,"Is a university degree necessary to become a data scientist? I don't think so. I have worked with some outstanding data professionals who have less/no related academic backgrounds. But all of them have a solid understanding of basic knowledge, by systematic self-learning.Probability is one of the most important foundations for data science. This learning material is introductory to probability (published 2021), for aspiring data scientists/ engineers/ data analysts.    Credit: Stanley H. ChanI share my learning journey into Data Science with my amazing LinkedIn friends, please follow me and let's grow together! Alex Wang",0,0,0
https://www.linkedin.com/in/timurr1808,"Best explanation that justifies power rule of the derivative I've ever seen, beautiful combination of Binomial Theorem and derivative as a limit of slope of the function as delta value approaches 0.https://lnkd.in/d7--Ugc8",3,0,0
https://www.linkedin.com/in/timurr1808,Small daily improvements can result in big change!#inspiration,1,0,0
https://www.linkedin.com/in/timurr1808,"A bag that dissolves in water after use... Just brilliant, we need more of these #innovations!",0,0,0
https://www.linkedin.com/in/timurr1808,"Добрый день всем!! Хотел бы обратить ваше внимание на так называемом ""Кадровом дефиците"". Вот после трагедий в начале января,  все вдруг заговорили о социально-экономическом кризисе, и одной из причин кризиса безработица,  при этом на всех уровнях говорят о кадровом дефиците. Так если даже взять в LinkedIn то количество зелёных воротничков превышает (соискателей) больше чем количество вакансии. да понимаю,  могут быть разные причины смены работы, но извините и требования работодателя тоже не маленькие. И ситуация не меняется к лучшему,  то есть соискатели не сразу находят то место где хотелось бы поработать,  и пройти все этапы интервью не так уж и легко Работодатель хочет супермена, за очень  небольшие деньги, а сейчас затишье и мораторий на рынке труда и в квазигоссекторе после ряда выступлений и поручений Президента. Вот HR представители интересов работодателя,  чего вы ждёте, что сейчас откуда не возьмись появятся супермены? Зачем говорить о кадровом дефиците если Вы сами нормально не рассматриваете кандидатов? Дайте людям шанс проявить себя вы не в Китае с 2,0 млрд населением, у нас всего экономически активного населения чуть более 10,0 млн. Да наверное счс время ИТ спецов,  но вы хотя бы иногда рассматриваете смежные профессии например сделать из экономиста бизнес-аналитика? В чём вопрос научить человека,  если он сам не против? Попытайтесь помочь другому человеку,  он не зря пишет,  что в поиске работы значит ему нужна работа. Донесите идею что можно переквалицировать, если нет подходящих кандидатов до Вашего руководства/заказчика.И пожалуйста не надо сразу негативить, это моё субъективное мнение человека,  которому сейчас вообще не до сарказма.",3,0,0
https://www.linkedin.com/in/anna-zhimerikina,"#hiring #seniords Всем привет! Я нахожусь в поиске Senoir DS в свою команду.Подробное описание вакансии ниже.Буду благодарна за репост! Компания: СбербанкПодразделение: Блок Финансы, Управление моделирования и исследования данныхПозиция: Senior Data ScientistНаша команда занимается R&D прогнозированием численной метрики CLTV (Client Life-Time Value) по клиентам – физическим лицам Сбербанка. Мы ищем Data Scientist’a с опытом работы с моделями последовательностей событий (Transformer, LSTM, embeddings) и c классическим машинным обучением на табличных данных (gradient boosting, RF), который сможет имплементировать SOTA ML-решения в модели прогнозирования CLTV.  Основные зоны ответственности в рамках направления:·     Разработка ML-моделей для базы 100+ млн розничных клиентов Сбербанка·     Создание и тестирование представлений клиентов (embeddings) для использования в моделях·     Работа с огромными массивами данных (Spark, Hadoop, GreenPlum) ·     Разработка подхода по расчету чувствительности прогнозов к изменению входных параметров (эластичность к действиям банка/свойствам клиента) ·     Взаимодействие с командой внешних R&D исследователей·     Поиск, объединение и нормализация данных·     Работа с командой DS-разработчиков, менторство, постановка задач на разработку  Требования:·     Опыт работы от 2-3 лет в DS·     Опыт работы с архитектурами Transformer/LSTM/RNN на численных данных и нетекстовых последовательностях·     Отличные знания в области классического data science / математики / статистики·     Знание графовых нейронный сетей - преимущество·     Опыт работы с BigData (Hadoop, hdfs, pyspark) – преимущество·     Опыт A/B тестирования – преимущество·     Понимание принципа работы банковского или финансового бизнеса – преимущество·     Опыт решения бизнес-задач «под ключ»: от постановки задачи до вывода в пром   Мы предлагаем:·     Конкурентную компенсацию·     Гибридный график работы при желании (1-2 дня работа из дома) Огромные массивы данных·     Дружную команду профессионалов (ВШЭ, МГУ, РЭШ)·     Комфортабельный офис недалеко от метро Кутузовская с корпоративным фитнесом·     Оформление по ТК РФ·     Возможность развития и участия в DS/DA сообществе Сбербанка (более 1000 DS/DA банка)  Заинтересовавшиеся кандидаты могут направить свои резюме: HR Белова Екатерина tg 8-929-645-6769 / EVadBelova@sber.ru с пометкой “CLTV”Или написать мне в личные сообщения",8,1 репост,0
https://www.linkedin.com/in/anna-zhimerikina,"#hiring #seniordsПодразделение: Блок Финансы (команда КФЛ)Позиция: Senior Data Scientis Обязанности• Разработка продуктовых моделей EAR  • Разработка моделей эластичностей прогноза статей баланса• Разработка моделей оптимизации банковский продуктов • Презентация результатов руководству банка• Предложений новых идей для моделирования• Использование современных математических и статистических методовКак преимущество будет:• Законченное высшее образование по направлениям ""Математика"", «Физика», «Мат. методы в экономике», (желательно выпускники - МГУ, МФТИ, ВШЭ, СПБГУ, ИТМО и других ведущих вузов страны)• Глубокие знания в области теории вероятностей, статистики, эконометрики, оптимизации, численных методов;• Глубокое понимания ML-моделей (регрессии, классификации, кластеризация и т. д.)• Опыт работы в данном направлении от 3 лет;• Владение Python (numpy, sklearn, pandas, matplotlib, etc.)Мы предлагаем:• Конкурентную компенсацию• Дружную команду профессионалов• Комфортабельный офис недалеко от метро с корпоративным фитнесом• Оформление по ТК РФ• Возможность развития и участия в data science сообществе Сбербанка (более 600 DS банка)Резюме присылайте на почту gorelov.I.v@sberbank.ru или в личном сообщении",0,0,0
https://www.linkedin.com/in/dair-mustakhimov-837082129,I glad to participate in the organization of the conference Beetech as a curatorLive stream of BeeTech Conf Big Data #bigdata https://lnkd.in/gAzMrg_4https://lnkd.in/girJV8hk,20,0,0
https://www.linkedin.com/in/dair-mustakhimov-837082129,Today I published an article on Habr about how our team created the NLU engine for chat bot Danа https://lnkd.in/dfkQmnAJSanzhar Murzakhmetov Daulet Makhmetov Nurgeldy Dyussenov Beeline Kazakhstan,38,4 репоста,4 комментария
https://www.linkedin.com/in/dair-mustakhimov-837082129,Рассказали с Sanzhar Murzakhmetov о достижениях нашей команды в работе над чат-ботом в Beeline Kazakhstan #beetech #nlp,61,0,3 комментария
https://www.linkedin.com/in/dair-mustakhimov-837082129,Очень занимательный тест-тренинг по Управлению продуктом и немного практической статистики https://lnkd.in/e6FSzPndДаже сертификат дали:https://lnkd.in/etVMUEWYКалькулятор для расчета статистических критериевhttps://lnkd.in/eJrUAQ6S,17,0,1 комментарий
https://www.linkedin.com/in/dmitry-kostenev,Recruiter and candidate😅Not easy job👩🏻‍💻👨🏻‍💻#lapenko #hr #recruiter #candidate #work #job #hire #hiring #customer #emplyee #cv #vacancy #it #humor #ithumor,1,0,0
https://www.linkedin.com/in/konstantin-kirko-4b21b35b,Страничка нашей команды на новогоднем спецпроекте Междусобойчик. Заходите:https://lnkd.in/dc9ZGsMW,4,0,0
https://www.linkedin.com/in/konstantin-kirko-4b21b35b,Я только что получил(а) значок за навык «Машинное обучение». Кто хочет быть следующим? Пройдите тест на проверку навыков #LinkedInSkillAssessment.,1,0,0
https://www.linkedin.com/in/alekseyyaroshenko,"Закончил HardML, заняло примерно 7 месяцев. Сертификат с отличием отличает только слово ""successfully"". Ожидал хотя бы медальки или воздушного шарика, чтобы хвастаться было чем",237,0,28 комментариев
https://www.linkedin.com/in/alekseyyaroshenko,"Мне последнее время пишет все больше рекрутеров. Чаще отвечаю, иногда забываю ответить. Бывает. Но меня искренне забавляют ответы некоторых ребят HR-ам в стиле «спустившегося с небес божества». А ещё больший треш - это скрины такой переписки в паблике. Общение в формате «божество-раб» возможно, пока рынок позволяет. На растущем фин. рынке сложно не заработать, растущий рынок простит все ошибки. Но рынки разворачиваются. И падают. И тогда становится по настоящему больно. Сам я это понял, хоть и давно, но тоже не сразу. Это нормально :)Это я к тому, что вежливость, уважение, отсутствие хамства или хотя бы молчание в ответ ничего не стоят, т.е. бесплатны. И могут в будущем быть полезны, в отличие от поведения «парящего над землей божества».",1 428,11 репостов,77 комментариев
https://www.linkedin.com/in/alekseyyaroshenko,"Доехал диплом от MADE и МИСиС. Официально, не совсем второе высшее, но вторая специальность в сфере «Наука о данных». Теперь никто не сможет сказать, что я работаю не по специальности :)P.S.: 593 часа - это только лекции, без ДЗ. Выходит, нормально так продвинулся на пути к условным 10000 часам мастерства :)",175,0,22 комментария
https://www.linkedin.com/in/alekseyyaroshenko,"Записали подкаст с Михаилом о том, как я перешел из рекламы в машинное обучение. Много про MADE и учебу. Мой дебют в подкастах в качестве гостя :)Подкаст уже и на Яндекс.Музыке, Apple Podcasts, Google Podcasts. Просто вбейте в поиск ""Machine Learning Podcast Ярошенко"".",30,0,0
https://www.linkedin.com/in/alekseyyaroshenko,"Пережил 1-й семестр в MADE. Примерно половину отчислили. Было сложно, но интересно. В неделю на лекции и ДЗ уходило в среднем 20-30 часов. Бывало, задания напоминали ""Вот это кубик, а это - кружочек. А теперь построй ракетоноситель"".Из забавного:- В 3-х из 4-х учебных соревнований на kaggle вошел в топ-10. - Написал кучу всяких забавных алгоритмов на C++ в том числе и тот, который сам решает пятнашки :)- Написал свой LambdaMart на градиентном бустинге. Это алгоритм ранжирования поиска. Что-то похожее, но сложнее, вроде как, используют в Яндексе.- Пользовал статистику для забавных задач: находил сходства и различия в черепах древних людей, строил модель вычисления индекса массы тела без взвешивания, используя только антропометрию и т.д. :)P.S.: после такого мой организм дважды пригласил меня немного отдохнуть с соплями и сопутствующими эффектами. Так что все ок, баланс соблюден :)",26,0,0
https://www.linkedin.com/in/alekseyyaroshenko,"Почти «догрыз» специализацию по машинному обучению и анализу данных от Яндекса на coursera. 5/6 - done. Так что, скоро уже прекращу постить пачками сертификаты и займусь делом наконец :)",24,0,11 комментариев
https://www.linkedin.com/in/alekseyyaroshenko,"Закончил курс по алгоритмам, Algorithmic Toolbox от университета Сан-Диего и ВШЭ. Начинается весело и легко со всяких quicksort и прочего, заканчивается довольно забавными задачами на динамическое программирование. В конце курса кое-где я откровенно страдал и даже немного читерил :) Курс крутой, местами сложный. Практическая применимость - под вопросом, ибо в большинстве случаев все нужные алгоритмы уже реализованы. Рекомендую, только если решили написать что-то своё, нетривиальное и вычислительно сложное. Ну или просто для таких, как я: кто немного мазохист и хочет страдать, ввязавшись в очередной челлендж :)",20,0,12 комментариев
https://www.linkedin.com/in/alekseyyaroshenko,В машинном обучении дошел до анализа временных рядов. Предсказал серднюю зарплату белорусов в долларах на 3 года вперед :),17,0,6 комментариев
https://www.linkedin.com/in/alekseyyaroshenko,"Продолжаю ""грызть"" машинное обучение и анализ данных. Закончил 4-й из шести курсов, по статистике. По мне, самый сложный и самый скучный из 4-х. Местами немного страдал, но под конец втянулся. Теперь могу, когда нужно, и корреляцию Крамера рассчитать :)",54,0,0
https://www.linkedin.com/in/alekseyyaroshenko,"Специально для тех, кто оценивал рекламу по 127 кликам и 3-м конверсиям. 🙈 Написал калькулятор статистической значимости для специалистов по контексту, таргету и других источников трафика. Вводите число кликов, конверсий и видите, в каких промежутках может ""скакать"" значение конверсии.Вместо кликов и конверсий можно вписывать значения показов и кликов, чтобы увидеть доверительный интервал для CTR.Линк на калькулятор:👇👇👇https://lnkd.in/deMN_xGP.S.: на самом деле, это не совсем калькулятор статистической значимости, я в курсе. Но так людям понятнее :)",11,0,0
https://www.linkedin.com/in/alekseyyaroshenko,"Закончил половину (3 из 6 курсов) специализации от Яндекса и МФТИ по машинному обучению и анализу данных. Местами сложновато, приходится добирать математику и теорию вероятности по другим курсам. Но, чертовски интересно. Все больше знаю, что ничего не знаю :)",50,0,12 комментариев
https://www.linkedin.com/in/alekseyyaroshenko,"Не могу не похвастаться :) Второй сертификат из шести. Медленно, но верно разбираюсь с машинным обучением и анализом данных",42,0,6 комментариев
https://www.linkedin.com/in/alekseyyaroshenko,Совершенно забыл похвастаться в Linkedin! Первый из шести есть :),10,0,0
https://www.linkedin.com/in/alekseyyaroshenko,"Пришли в гости к Vadim Nareyko, партнеру EnCata - Engineering CATALYST, развивающему направление EnCata Soft (разработка софта для стартапов). Вадим - основатель Школы Управленческого Мастерства, Ментор года (2015), стартапер, сертифицированный Scrum Master. Говорили об управлении проектами в IT, о программировании и зарплатах разработчиков в 90е, бережливом производстве, подготовке и обучении менеджеров, развитии управленца, стартапах, о том, как попасть в акселератор Startup Wise Guys и многом другом. И, конечно, ТОП-5 советов стартапам за 2 минуты. Прогулялись по производству EnCata, где создают MVP для стартапов, спустились в бункер хакспейса MakeIT Center, где любой человек без подготовки через 2 дня обучения может заниматься лазерной резкой за $1 в час.https://lnkd.in/gREubTP #encata #бережливоепроизводство #управлениепроектами #itшахта",9,1 репост,2 комментария
https://www.linkedin.com/in/alekseyyaroshenko,"Записали новое видео с Sergey Pavlovich. В прошлом – кардер, отсидевший в тюрьме 10 лет. Автор книги «Как я украл миллион. Исповедь раскаявшегося кардера». Сейчас – бизнесмен и блогер. Говорили про кардинг, тюрьму, как там выжить и измениться, жизнь после тюрьмы, о том, как писалась книга, про кибербезопасность, пробивы личных данных и социальные проекты. Разобрали основной бизнес Сергея, кэшбэк-сервис SecretDiscounter: бизнес-модель, прибыльность, рекламные каналы, сложности и лайфхаки. Выпуск длинный, но насыщенный, поэтому если сложно смотреть, слушайте.P.S.: смотрите (или слушайте) полностью, лайкайте и обязательно подпишитесь на канал. Когда на одно интервью уходит 3-4 дня, это здорово поддерживает.",8,1 репост,2 комментария
https://www.linkedin.com/in/alekseyyaroshenko,"Записали интервью с основателями первого и единственного кол-трекинга в Беларуси call-tracking.by c Александром Огородниковым и Anna Ogorodnikova. О том, как запускали проект, договаривались с операторами, почему нет конкурентов, какие сейчас рекламные каналы растут, а какие - умирают, про законодательные ограничения на IP-телефонию, цены на кол-трекинг.Пока писали, пошло НЕ ТАК ВСЕ: мой iPhone своевольно останавливал запись, подвисла GoPro. Потом глюкнул при записи звук (об этом уже узнал при монтаже). Периодически в кадре появляется секретный «зеленый свитер». Это Марианна Мужевская, которая самоотверженно каждый раз включала запись у подвисшего айфона, чтобы у меня были перебивки для монтажа. После записи я слег с температурой на неделю, после меня - Марианна :)P.S.: Поставьте лайк. И подпишитесь на YouTube канал.",4,0,0
https://www.linkedin.com/in/alekseyyaroshenko,"Воскрешаю свои подкасты, только теперь с видео. Andrew Gusarov рассказал о том, как работает его агентство интернет-маркетинга с оборотом $2.000.000, зачем покупает другие агентства, чем закончилось продвижение ICO, почему здорово развивать личный бренд, как это сделать и сколько *** ему приходится разгребать благодаря публичности. Декларация от Гусарова: или он к 1 апреля выпустит бесплатный курс по личному бренду, или положит каждому, сделавшему репост этого интервью в любой социальной сети $50 на мобильный телефон. Так давайте замотивируем (или разорим) Андрея :)Конкурс: в комментах к этому видео на YouTube напишите, как Андрею Гусарову стать лучше. Автору комментария, который понравится Андрею больше всего - консультация Андрея в подарок. P.S.: сорри за низкое качество картинки, я думал, что выставлять свет, композицию и подбирать фон - это для слабых. Был неправ, исправлюсь. Качество картинки в этот раз постараемся компенсировать огненным (и, возможно, в ближайшем будущем, нищим) Гусаровым или бесплатным курсом по личному бренду. P.P.S.: Поставьте лайк на YouTube. И подпишитесь на канал",10,2 репоста,2 комментария
https://www.linkedin.com/in/marinaermolova,"Hey, everyone!Recently I rellocated to the Netherlands. Now I am looking for the new career opportunities.I have solid performance track:• Graduated with honors from MSU and HSE• Created 3 succesfull media stretegies for international pharmaceutical brands (UM Worldwide)• Increased 2 categories market share (LG Electronics)I will appriciate any advice, connections or suitable open positions. #OpenToWork",1,0,0https://www.linkedin.com/in/pavel-mamaev-86575116b,"Начал свой путь в качестве эксперта в ИИ хакатонах. Мой первый кейс: «Мой психолог ИИ: помоги нейросети выявить уровень стресса». Сопровождал 5 команд из около 30. 2 команды попали в топ-5, одна из которых заняла 2 место. Буду и дальше развиваться в этом направлении!I’ve started my journey as an expert in AI hackathons. First case: “My IT psychologist: help the neural network to identify the level of stress”. Accompanied 5 teams out of about 30. 2 teams got into the top 5, one of them took 2nd place.  I will continue to expand my skills in this direction!",15,0,1 комментарий
https://www.linkedin.com/in/madina-abdumutaliyeva-462136b5,"📚 Как я подтягивал английский.В школе нам преподавали английский на 8 из 10. Моя первая учительница нашла себе англичанина по переписке и уехала к нему жить в Манчестер. В универе как иностранный я выбрал французский, а английский никак не использовал. Когда уже начал работать – английский был нужен на уровне читать тексты и смотреть лекции. Разговорный, который нужен для поиска работы, никак не практиковался, а зря. Собеседования - это стресс, собеседования на английском - двойной стресс. Поэтому параллельно с подготовкой к ним, я начал прокачивать и язык.📌 Общая система.Занимался английским 40 минут каждое утро во время завтрака, так привычка английского закрепилась за завтрак. Иногда делал перерыв и потом занимался еще минут 40. На выходных минут по 20-30 чисто слова повторял.  📌 Набор упражнений.1. Словарный запас. Взял топ 1000 частотных слов https://lnkd.in/gaR3FvRM, пролистал и все что не знаю закинул в анки карты и повторял. Потом взял топ 3к слов.   2. Умение говорить, умение писать и грамматика. Взял кучу вопросов к behavioral https://lnkd.in/g8evNimJ, накидал ответы через голосовой ввод -> закинул в Grammarly https://app.grammarly.com/  или QuillBot https://quillbot.com/, чтобы проверить ошибки -> темы, в которых ошибаюсь прочитал в Murphy https://g.co/kgs/D3i95n и поделал упражнения. 3. Слушание. Смотрел выступления на ютубе или daily dictation https://lnkd.in/g3QdzmwM и устраивал себе диктант. Либо пересказывал своими словами и опять в пайплайн грамматики.4. Умение говорить. Нашел преподов на italki https://lnkd.in/gDSstSGn из стран с высоким уровнем английского, но низкими доходами: Кения, Филлипины, ЮАР, Нигеия, Малайзия. С ними устраивал мок-собеседования либо общение с неожиданными вопросами от них и разбором.5. Читал фоном книги на англ, сериалы. Но это я обучением не считаю, это потребление контента.📌 Проверка себя.Тест через приложение English score https://lnkd.in/gHGtXWv9 для оценки грамматики, слов, аудирования. Моки собеседований и реальные собеседования для оценки разговорного английского. Особенно, когда звонят на мобильный телефон и там связь плохая.В комментариях, прошу поделиться, кто как качает мышцу английского.Еще немного ссылок есть в обсуждениях к посту в телеге.  https://t.me/c0mmit/29UPD: Добавил выжимку полезных советов и ссылок из комментариев в отдельный пост https://lnkd.in/gpP8vZ7B#english #interviewpreparation #language",3 076,304 репоста,96 комментариев
https://www.linkedin.com/in/madina-abdumutaliyeva-462136b5,"🚀 𝟲𝟬 𝗖𝗵𝗮𝘁𝗚𝗣𝗧 𝗣𝗿𝗼𝗺𝗽𝘁𝘀 𝗳𝗼𝗿 𝗗𝗮𝘁𝗮 𝗦𝗰𝗶𝗲𝗻𝗰𝗲!Automate your daily data tasks with these useful and tested prompts. (Shh... your boss doesn't need to know.)Maximize your efficiency by asking ChatGPT to help you:1️⃣ Write python (e.g. machine learning, data visualization, data cleaning, regex, multithreaded code)2️⃣ Explain code (explain SQL, Google Sheets formula)3️⃣ Optimize code (improve speeds in in pandas and python)4️⃣ Format code (in python, SQL, write documentation)5️⃣ Translate code from one language to another (R<->python)6️⃣ Explain technical concepts (to a five-year-old, to a business stakeholder)7️⃣ Suggest ideas (suggest features to engineer, datasets, portfolio ideas)8️⃣ Troubleshoot problem (PowerBI models)9️⃣ Write SQL 🔟 Write other Code (R, VBA, Powershell)The PDF includes what I asked ChatGPT exactly and its response. I included only those that I deemed to be (at least mostly) correct.👇 The link to the repository for all the prompts is in the comments.What did I miss?! And what's your favourite? 💡 Share this with a fellow data scientist who would benefit from this now.#datascience #dataanalytics #chatgpt(Adapted from the Awesome ChatGPT Prompts repository.)",2 491,426 репостов,120 комментариев
